path,bytes,sha256
code/scheduling/station_manager.py,6725,f46a0a1be6c08076b7acb25dc6f369bddfc6ae76c3ef7693d9114aa47e3e0aa6
data/experiments/flight/processed/flight_summary.csv,477,11fbf7b860d90bb367f970891d05756dc3b74d1ae253dc69c3568acedd5fd0ef
data/experiments/flight/processed/May-9th-2026-06-19PM-Flight-Airdata-3m-idealized.csv,275224,263c6e0ec5de091116a48a965d565d0ab0e57b86010a633babaaa7914fcecaa6
data/experiments/flight/processed/May-9th-2026-06-20PM-Flight-Airdata-6m-idealized.csv,257412,f0fd0edcacae71fbe3813e93d96c98767f451bc3d8ab681bcbbd21d4bb138dd3
data/experiments/flight/processed/May-9th-2026-06-21PM-Flight-Airdata-9m-idealized.csv,269321,71ec075c29f9cecd79678999c7bb01da0b27f8729a4c42b4b6006a89981bac9c
data/experiments/flight/processed/same_soc_three_drones/3m_same_soc_95_to_10.csv,2160223,519266dd56db2872c75d633e6e96513c09ce08e712fa20cf6bd4a2fc2e309bdd
data/experiments/flight/processed/same_soc_three_drones/6m_same_soc_95_to_10.csv,2268633,ed65cb5add7c8178719da874735d6eb34c3bf06d828e6b9d8f11a10c45fa5461
data/experiments/flight/processed/same_soc_three_drones/9m_same_soc_95_to_10.csv,2228143,6a6216ea9f1fe668913a7dc4019256e2d35b0832a0040439959a84d005442881
data/experiments/flight/processed/same_soc_three_drones/simulation_summary.csv,470,1e1fa28dc93697a999bb4c7234ae0cd96ca3f40b9cb67b157abda89010d6aafd
data/experiments/flight/raw_redacted/May-9th-2026-06-19PM-Flight-Airdata-3m.csv,156660,148928e62f8ef649a7e5edcb142a31d38ded21ff8354e189e3361276decedb22
data/experiments/flight/raw_redacted/May-9th-2026-06-20PM-Flight-Airdata-6m.csv,143930,3f74d858f2d66176c039f132fd30f8f07bb63817d22bd9e9d21096aefae4fe2d
data/experiments/flight/raw_redacted/May-9th-2026-06-21PM-Flight-Airdata-9m.csv,153271,a53968d6ef0a8f4b566933c070078cd4b91f671dd4fcb10a3d2ae7cc70b19d5c
data/experiments/vehicle_power/power_25min_5s_all_drones.csv,67889,077fa76ff7afff594094b197ff1e41b10d847c440e1babc9a8c123d4d22db6a6
data/experiments/vehicle_power/power_25min_5s_all_vehicles.csv,63157,ca210ee08c5f5c7f34450027ce283098f34b4d4d4257eaf35a2576bf9e772750
data/forecasting/processed/pv/Inverter_1/merged_2023_data.csv,11927558,e2c3a432ac296352c5bef111f168ea8de08bd5a8a049852621ac628fa0a8059a
data/forecasting/processed/pv/Inverter_2/merged_2023_data.csv,12064112,bbe8e2d5accf3b5fefd87824bb563cec866b27842cb59d44461e07df26df774f
data/forecasting/processed/pv/Inverter_3/merged_2023_data.csv,11886345,517d0615d2cada41b9813f2a448a2910169d6fc161286f173d88db04b6782e5d
data/forecasting/processed/wind/Turbine_1/merged_wind_data.csv,6325480,0ec73681ecad30a04f1ef1f4f6441c8c6de583a82609add501e4791dfc4b30a0
data/forecasting/processed/wind/Turbine_2/merged_wind_data.csv,6340350,ca0e04aa1025348c0a2b015ceaf3e47032f52c1071005df32fc7e3ca544fc1a1
data/forecasting/processed/wind/Turbine_3/merged_wind_data.csv,6475260,70f59d39ad2424c7ab2decef47b00010584fef26e32a8e7107aecf3253b7b5a2
data/forecasting/raw/pv/Irradiance_2023.csv,11998258,c114d4d498a8caee868d9262210386f01d5eb65bee485dbb42aaf639326c5944
data/forecasting/raw/pv/Library_Inverter_1.csv,11850868,74047bbfb42195195a70991b615cbaa26cf1877b6e9e930492f6087fe2b27739
data/forecasting/raw/pv/Library_Inverter_2.csv,11864595,9494d4302bb73431a0f1d3ec6ca3e539c208831a2fa97c0348c2192000ddc35a
data/forecasting/raw/pv/Library_Inverter_3.csv,11774786,b6fe37c8b6f1d6c3cfe37d2dcf3c36a3dca7169c170727ff2f502ae202b8ee81
data/forecasting/raw/pv/Temperature_2023.csv,12175298,1f12b5c04071b84d2db60060dbef99e853d785e6bef2ff959837c03cb9352b5d
data/forecasting/raw/pv/Wind_2023.csv,15843512,6058f67f7724b3d1ee76126772397ed7fffbe66e91c726b1e7a7c49d930abdfa
data/forecasting/raw/wind/Wind 1.xlsx,6794452,5fa8104662cca4a909fae9e0873d7c8addb8c2061a92711a64afa3b16beecf68
data/forecasting/raw/wind/Wind 2.xlsx,6871892,6b618fb2f92c77bae4d7fcb06aba2d59d297ffc3cd2afe683d96b50b2d5e2489
data/forecasting/raw/wind/Wind 3.xlsx,7789851,b96f967e8774a66c96b8ebc7306c841c6ade55374d0488305dff12f41a659593
data/forecasting/raw/wind/Wind 4.xlsx,7224618,be8fdf308419134b054cb1ac705851a1d2ddf3caa65b2e1bb457959dc69c1c70
data/forecasting/raw/wind/Wind 5.xlsx,7186447,ee0189fd4764e017f19cc15054a6945e4c6198fbcfd49221bee987132fb91520
data/forecasting/raw/wind/Wind 6.xlsx,5409805,225e9c0312e6fc736702a78c43e1c102bdeb7a3d5b4e6de1578ab20e7d589d71
data/README.md,6757,5c7b45ec468e520a8fcda0bd8603657ddd690a1647a29bdf042467388bf1ba85
data/scenes/first_frame/first_frame_annotation_bundle.json,21375,5a478d61012d0eb47766c616932043beaaa742f06f65a47457b5c1db95a76b20
data/scenes/first_frame/manual_routes_annotations.json,31061,f152a80baab81adc4c4583785c56efc9eaf690d35fea1a22ceee6adfade9b2e3
data/scenes/first_frame/overall_scene_annotations.json,9542,37a774b5ee4b22e792eebedbccecfebe413d5c946d5e8cd801649982eb88120f
data/scenes/first_frame/地形边界.json,26498,60a31e135cd75768cfcd0dcd9063f19d38d797027b0b5030cf9f5401ccc6cfef
data/scenes/first_frame/场地标注.json,26498,60a31e135cd75768cfcd0dcd9063f19d38d797027b0b5030cf9f5401ccc6cfef
data/scenes/first_frame/坐标系.json,657,47174d92b85ac76141328ff770cc014f301144e897fde93df9bdf7ed2ede2b48
models/pv/Inverter_1/best_model_dnn.pth,132271,ca16358e81075fd6a125904e4df1f48dac09534f68b0adbaa7b06347f323d8a2
models/pv/Inverter_1/best_model_gru.pth,255425,3d55cdcf5407500ba58575e0b014f37b52a4989d8ff76f9332f212b5cd69c6ac
models/pv/Inverter_1/best_model_lstm.pth,307732,1e383c5f799ae4f15ce1dfa1b6f8cb164ee50c8058db59ced55ecc4d95d05542
models/pv/Inverter_1/best_model_pinn.pth,1713079,b58ed4c0a48de693637e8847c7fc5d7e00a1437709823fb5f4a7015b79efb144
models/pv/Inverter_1/best_model_tcn.pth,217317,f450e4ed51d3a1df028009dcde01a66d6572efbcc2d2f3c78f000401d5f541c8
models/pv/Inverter_1/best_model_trans.pth,591671,e14009dcad268ac1ac7acc20d51ae4e06dc51a727145e7db6ec4cbce45ec65f8
models/pv/Inverter_1/scalers.npz,1066,d96a9ae7b7cb16f2f8c5b9b80084ad9d04d149914528c215d6d3a42fc27262c9
models/pv/Inverter_2/best_model_dnn.pth,132271,c639151d531227fc08e645aa5d02be39c5de57200853bc4f552323a0dcae52fc
models/pv/Inverter_2/best_model_gru.pth,255425,2208216f363632a79525cd5ca89238fda2db4b006d9e3af7d46af231801c0776
models/pv/Inverter_2/best_model_lstm.pth,307732,a0e8d3c4f8f6b37997ab1494aeca7b80a7dffe3f919b40eba9093ed107e9570d
models/pv/Inverter_2/best_model_pinn.pth,1713079,2d311eccf8983b2cde932ed42b92b396bdd36b7f9de204d57d88add7d15fb778
models/pv/Inverter_2/best_model_tcn.pth,217317,7fac2b2ceba84363f7ad50f29fdf1a3fbabb622e49695a6d904bfa4f5966abe5
models/pv/Inverter_2/best_model_trans.pth,591671,228c0241ae2b113d761f0ca82f9ae00aebb895349627a2d13a57578fe6556a47
models/pv/Inverter_2/scalers.npz,1066,c8f84ad54dd4e15d033c9f62059f9c8f6d1d1d74097991226ca4692923a92b80
models/pv/Inverter_3/best_model_dnn.pth,132271,02ee39983f60a49b8fc2046145bca3b8a98920a8271d7d9a6ab7fab6490325c0
models/pv/Inverter_3/best_model_gru.pth,255425,7b7080412c2e77cfe89b461ce1748c6d3192f04700d547eff3147b608692bab2
models/pv/Inverter_3/best_model_lstm.pth,307732,921133a5889ea158bb2eafbad570bf4f0ac89b6333a410781e651d0d1b0a8b7b
models/pv/Inverter_3/best_model_pinn.pth,3818423,d6ae309885ad32a9fb548d413d0b44f763b8e50f2b401239e089b637476bdc70
models/pv/Inverter_3/best_model_tcn.pth,217317,98a761bd31e95c1a87d4b6cfae302fc71a9d80d3212aeda795bc37de4b0906ea
models/pv/Inverter_3/best_model_trans.pth,591671,290dbe7d9037ea2f64ac0cbc88681c5898e6f4ca845ad2bd0b0b94c3f6c3c6de
models/pv/Inverter_3/scalers.npz,1066,bf5e3ce1c21d245b3452e73f98c31787875a7f341cdd4aefd070ff245517ed3f
models/wind/Turbine_1/best_model_dnn.pth,156847,7720dd51895a8c944d17d2d1b5f25180e9ad98c1a14ec31be1489c557e583840
models/wind/Turbine_1/best_model_gru.pth,257473,02230b03c1136bf3322fe292854a90d145cec48829f11786679db75ca712b4d7
models/wind/Turbine_1/best_model_lstm.pth,310292,587d83f87839ae4cf287bf443ebc2e11a3b88a292a7bfb6342bccbaf513d4fdc
models/wind/Turbine_1/best_model_pinn.pth,261776,09da3d4e4581d24ed410dc61b32a9c9a299c57c857e4cdaba41ddb7ca2bf50d3
models/wind/Turbine_1/best_model_tcn.pth,219877,9fbf29d7da7d515168b6d3c131b896eb800f9547a67a7843ff415359c5c57acb
models/wind/Turbine_1/best_model_trans.pth,592759,979c73eea68ae42aac957be4fdc4431f5bf8fe37fa540f0ae8ce7a1307a45bb3
models/wind/Turbine_1/scalers.npz,1082,02ada8fe96c29c788aaa0810eae3873af647403e4dde5767841fa9c3f38c2e4f
models/wind/Turbine_2/best_model_dnn.pth,156847,5dbc0e15fa01380c36574cae5aeb5c248b989d02afda17ef8d405df4bc01d909
models/wind/Turbine_2/best_model_gru.pth,257473,a0752454258445ec8892d6acfc2ad758c3fc8986c898bcd59d8878acd6ffd3fb
models/wind/Turbine_2/best_model_lstm.pth,310292,d31657a585032a685acf983f94a83ebf86bc3a81b45975752c9b8ec83a5282fb
models/wind/Turbine_2/best_model_pinn.pth,261776,69b5385f63ff9fe85906a210e03b56dca206624a9b1e256f51e88a503d74a240
models/wind/Turbine_2/best_model_tcn.pth,219877,24c332649bc2ef60f5754ba965ca12a7b19b47e36b3f00f0ade0919793c4bb68
models/wind/Turbine_2/best_model_trans.pth,592759,d7f08458e60567b6141452594c4794d9bf344442bee219f60edca26c36f14bdb
models/wind/Turbine_2/scalers.npz,1082,def06522f37f8cf112e51f86bf4459a6b3f06d454aba848627b7b361dabfa088
models/wind/Turbine_3/best_model_dnn.pth,156847,81c571b7d124bb8c53a9b42c33bab0d638dc99bdef17a6bd05e33281a33307eb
models/wind/Turbine_3/best_model_gru.pth,257473,6bc091d8f50f3efe434e00e87d1c20b5ca93d910faca63ce6d340ce45b0d6380
models/wind/Turbine_3/best_model_lstm.pth,310292,48db0c5367e3d49ba21c187fd196bb0c3d5f624787b496db7b3ecfdd180e7bcb
models/wind/Turbine_3/best_model_pinn.pth,261776,6fc5603fe8117fef51a5ad22b4322d857b888306c22912a59bfc9cd35ede115b
models/wind/Turbine_3/best_model_tcn.pth,219877,87ba7c224df6bcd11b2eeff9b3f4cb6502133404fb01667fa01147877097f706
models/wind/Turbine_3/best_model_trans.pth,592759,40b580161ef48c761644d46ace3e3d1a0940c7e98058208f086d95209918304a
models/wind/Turbine_3/scalers.npz,1082,770ec1413f9da8dbf5f1141df3f18c2b4c6c48f83ff8147b1794cfb6846dbf3a
provenance/history/v1_packaging_changes.json,4004,dcac58923af888ca6eb49d0d95e91b4fd14956ac0caea7a0761d996d58dd39ad
provenance/history/v1_SHA256SUMS.csv,80801,d972afa8e3c4609302b481f4086843446a8e72ce3c6a74ebecec4a4ef93292a1
provenance/packaging_changes.json,15398,88b2920a768bcf406442868d2a5d2385e3a4fe2802cd789d5d84db030cce1438
provenance/REVIEW_V2.md,9485,657ecefb4ad848cd09a8b200f27c3b386649dda756fce1c951bfb60d95b746b5
provenance/reviewed_archived_model_check.json,8624,bdbdd57ad443229c0b9481962ec2cdc1f765805d496e6bd88ef3a71c07c17a12
provenance/reviewed_changes.json,9274,ecd18486c56ba2d368e692267a9d09aafa3ae8f486be18c1ac43f4f6e692cabc
provenance/reviewed_data_audits.json,35814,2e7a1f32ea9d7f3391940f88bf29a56c99c2acf3e60ba1efa0e4006cde6d1bc4
provenance/reviewed_verification.json,7665,7e10c9bb263ee4493bab10e7381acd4fe1a93c8cbc8a180a39eefb9876d39cb8
provenance/source_environment.json,146,cc3f22006f084d389ab30a43d53c223d13511c2ec47a4215bd1c8343a660483c
provenance/source_manifest.json,230016,3934f46c7ab7054348b4edb6ef6efa9b95fb8c9da9bf09cfc814493476cf0804
provenance/training_logs/train_log_final.txt,49960,7d9eef9acbbea214c3e4721dabce1f5313b2666cb65bc9fd4024a14ff76577a4
provenance/training_logs/wind_train_v6.log,88142,b6e6b1ff6531609dd86d4c38911e3ae6ec77cc1e75c0d4449d841be436d31ce5
provenance/training_logs/wind_train_v7.log,151410,91191a802670d9aa4ef0225d6962d216c89bc27e8d958775c711e2408157cc64
provenance/VERIFICATION.md,3408,4ce8efb803723343e9fbf0efb1fc6756a58df11cc3b1ef036722d848c1c02944
provenance/verification_extras.json,1853,c5e84537c7b710697e37763e14e4259af4541f4471b97cb025ea12d155337580
provenance/verification_report.json,8622,57858fdb866836f64f4619d55b3a617792918339d408a48bc77a7ea198bcf69d
provenance/VERSION_NOTES.md,8956,78911b5febe91efe0b0d4e8dc2ab32945de8061da2430ce47f6496092e2a7319
provenance/wind_source_mapping.json,723,19b042cfae27d420a24ab7ae0677acefe8689c95f866cc29235231139d0098e7
README.md,9464,196dbe2e16480bd6d2e56dba7c3838c74160653f0203d27734afa42635f1e362
README_zh.md,5685,ba90845411b6bea1a47f433c21da0924dfff9bfec760e0038f48b0aff20ef897
requirements.txt,262,677997d69d69b4e591f7002c58e54d8b37810c934993bc066dff76a9d4faad22
results_reference/forecasting/pv/Inverter_1/history_dnn.csv,7713,2cfd68eae97a080c91ab91334f68015de799e79daaa296e29501b33831fe357f
results_reference/forecasting/pv/Inverter_1/history_gru.csv,7103,762b5dad78361df37313f5efcd65aecfa8748f9069d31cd2d55b93fdba33f139
results_reference/forecasting/pv/Inverter_1/history_lstm.csv,6250,fec8e734a48c7eb461405144ccb624d05b81598c499f58db14559b275546bc84
results_reference/forecasting/pv/Inverter_1/history_pinn.csv,8571,b8d45f7bbd22e11a519506355e63252d15605026be09d496a86f726dc49d6813
results_reference/forecasting/pv/Inverter_1/history_tcn.csv,7606,583b17598d41afc9ae9d058fed0ed5b7d14cb7d5ee739414b3ba744a051af840
results_reference/forecasting/pv/Inverter_1/history_trans.csv,6627,10db1a5d76a6fdb517953895d3ccbb5bd7aa2377003d94ab6e68ab1ed2986960
results_reference/forecasting/pv/Inverter_1/test_metrics.json,19478,6cb1b712b12e526dddca36a3cf3b746ade9ceb552dcd75e7162e55ea7e6c1d3b
results_reference/forecasting/pv/Inverter_1/test_predictions_dnn.csv,256823,9fe1f684df6dd86acb20698aa87e3eabac86888acd03385740643f26c0673865
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_0miss_dnn.csv,90551,18f8710092896206c6928540f943d1d1ca26f5d862915640b9c80805516ce544
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_0miss_gru.csv,90647,b67b85f9f4ec6e89b37de115375f6e07f4077dd45aa4f38fac0fdf8fba96804e
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_0miss_lstm.csv,90655,a792a10c7ff1588fde1035328bd2e3a757e22edec4e5c59f04f2e218fa42bd55
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_0miss_pinn.csv,90565,e8623b1fa255af7dd16132a5990676ff191042cc0bdda4803123514578ff708b
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_0miss_tcn.csv,90610,ef88411f06cf1d2fb5fa7dc0163d500b34fcb9f2b63bb42666c8aacb344a5b9c
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_0miss_trans.csv,90642,df3dc745defe1a66b089a774e5cd4ac1f9edcdcbe4796927822cbeef20ff15fd
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_dnn.csv,90646,6b36b8ef27ec3f606a58c4c88d995e85d30df810c3da94adf0d65b6231595cdb
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_gru.csv,90702,057b133f064e1a41b60f168824ef02198eb586728e53e084a48a91c50b8a3fde
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_lstm.csv,90790,a09591096385c49b33738fc605331138de2bab4238ff9d44fe3e563fcf53b5fb
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_pinn.csv,90567,10d0a760e8d412b610068c8f47f4965fa35906e8552c0bb1f7066738168e0b50
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_tcn.csv,90757,d308be312fa4e8e954d2639574070b9cac6a47754341e0bd9e7eda11b061b7fa
results_reference/forecasting/pv/Inverter_1/test_predictions_extreme_trans.csv,90761,2133de4aefdcf2407368df697e9323f8610762b2e166d87c53654b9c1a7c197d
results_reference/forecasting/pv/Inverter_1/test_predictions_gru.csv,256909,1d74d53393fa00b0a3aad89ca5be46963f680f4757091b34e45289ee580dd8c4
results_reference/forecasting/pv/Inverter_1/test_predictions_lstm.csv,256786,ed1f82ef013d408e0ce6b6c677a256af426e2c73024ae411693dd2d2edd5d4db
results_reference/forecasting/pv/Inverter_1/test_predictions_pinn.csv,256843,80fd50856760bd52dd2ca78610978dfcfb5a0b6088bc4e79d3b9c29c05178170
results_reference/forecasting/pv/Inverter_1/test_predictions_tcn.csv,256851,932fe4742206628e05fe8ee9cb229448f20b78cdcc9eee87911f4e8d88810bf5
results_reference/forecasting/pv/Inverter_1/test_predictions_trans.csv,256985,02baeb5267a46f3c28ed6585849afe097c25d21d1dc6a3f8fd5910630e5dea99
results_reference/forecasting/pv/Inverter_2/history_dnn.csv,7115,aff65d9bb3f3f279d75b37ddbd27c6ec1e1737da111fe363f35f65d2a4c23515
results_reference/forecasting/pv/Inverter_2/history_gru.csv,5540,c846de8675ad8c4060f0678ae3f543d510d72bdb78effe0cb369fa73ab71f7d7
results_reference/forecasting/pv/Inverter_2/history_lstm.csv,4433,946a96fd6ac903de67a80b87564dee797453c23884258ccc7f671e04c9f80291
results_reference/forecasting/pv/Inverter_2/history_pinn.csv,7256,750b62b0b0962697f9d3d0d7878a84223f96033e53d702702c2ee44d31ace3bd
results_reference/forecasting/pv/Inverter_2/history_tcn.csv,6750,12ef60d37085df568df66282c27ddd63b03c522986fa03f456197beea5d12384
results_reference/forecasting/pv/Inverter_2/history_trans.csv,5756,93726829a98a40b8a48cac01d550b5149725c8f69bc5a863ac08f2f176d5fcc1
results_reference/forecasting/pv/Inverter_2/test_metrics.json,19500,1ab5199b24d6a45660d6753bc0948a41467cee388ef30ead34cee533c2f74078
results_reference/forecasting/pv/Inverter_2/test_predictions_dnn.csv,259942,b2f3188e212718fb5c343aecb25081f7fbfce62c595f8684f44318715103ce49
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_0miss_dnn.csv,93454,e90493487b54c50ac9838b4b026c58ca088ca42648a800eb4405adbccb5bb165
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_0miss_gru.csv,93458,168685e9891d0a69f0003e546eba2323dec7a905276e1af140c837b4d4eec200
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_0miss_lstm.csv,93407,cb85ebed550db1eb380398d8e1f632b489995e2f2a815116727ed1e2c89e9fba
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_0miss_pinn.csv,93457,fac2e3d9454702a35b4e218cdc9cefbbaffeccd3307af91af8b634b8d0b5bc70
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_0miss_tcn.csv,93420,f64eec91a333ecfb149f0c6c2a524fe5491242683ca2438f4abbb896b5784639
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_0miss_trans.csv,93458,e758f3bc2366333a118c6b88f674f5c896dddb5616096fcbdfa69e43ad52f1b0
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_dnn.csv,93480,39bc59aa3b8ec9787b062fbf6a2cb5006662f0d9d912055837b322e00d29f47f
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_gru.csv,93549,2a9b7ed03923fb71e911d2f42014f7eff18225c8f58aea8365a6b3bed451f447
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_lstm.csv,93563,b7068935d013387868ac50ef80d6db20f2589c1ab99e76e3660188b03c856aee
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_pinn.csv,93425,c6e48e2fe3208120ccaa1212e4a599692a33576434e23fe036652985ebc251f1
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_tcn.csv,93547,0e3236efc656bafbc2ad379da831a9504a8e547702fb701a3572c3df485a40cd
results_reference/forecasting/pv/Inverter_2/test_predictions_extreme_trans.csv,93580,f6f073a8554a13334163f170b6d3a0146532b6c7150b4efa7f344e3ee3a8a6a2
results_reference/forecasting/pv/Inverter_2/test_predictions_gru.csv,259930,1e5195623ef4320424b56fba3c5376f6f38bece84cafd3b84610894843b62b3d
results_reference/forecasting/pv/Inverter_2/test_predictions_lstm.csv,259926,de2fd14f2d3cbb22800f9f44cd966578dca0258d3987f9605f4d5d4cbc6f5820
results_reference/forecasting/pv/Inverter_2/test_predictions_pinn.csv,259815,c75ca8095526c0977a6d157e4155718eac87b016614224a0f6bb3c9d6574b70e
results_reference/forecasting/pv/Inverter_2/test_predictions_tcn.csv,259817,dea7bbff62f27370f789f8b142316bbe1a0c1b4b87fb4b35591556f5b89bc4eb
results_reference/forecasting/pv/Inverter_2/test_predictions_trans.csv,259916,9a773d93eb44efa819a213caadfd3a8ee73c2ef2314cb1156c07ecbd06d59af0
results_reference/forecasting/pv/Inverter_3/history_dnn.csv,6012,12741bc18168272c355e81b51abab8bbf786c4a5038ee326bca63e081aef718f
results_reference/forecasting/pv/Inverter_3/history_gru.csv,7363,a02a31589f4160015f1d1aae33cca5a9a9c46580d734c778a085e57aecf1bb18
results_reference/forecasting/pv/Inverter_3/history_lstm.csv,6053,cbb9aef315fa34095292fed5ca803afc6bdf7070fcb7135a121500f51e656c74
results_reference/forecasting/pv/Inverter_3/history_pinn.csv,32263,88871cf47d6a6f0312378aec75f3c3c200a98efd6e819b650c309004b7f1b480
results_reference/forecasting/pv/Inverter_3/history_tcn.csv,8059,50e36a8cc9838d3d29db394f2834122229fc90123e739d40575c13299971f0d8
results_reference/forecasting/pv/Inverter_3/history_trans.csv,6034,0814c469020994c129340738462f8ccbcdc3c273775c839b73f0dc3091f4e3d1
results_reference/forecasting/pv/Inverter_3/test_metrics.json,18649,69680e4501f957de8c4087ca587c656f67f6fe4476eeb9d0cc575625a7f0b42b
results_reference/forecasting/pv/Inverter_3/test_predictions_dnn.csv,254350,350025d793609a5d3fa163246c75c8ca38a16289cf07e1909a4948c8c8604fee
results_reference/forecasting/pv/Inverter_3/test_predictions_extreme_0miss_dnn.csv,89746,51cf1addd7980b03c4761b15d147532ba81e85cb0fb021ec357e56ba3d672ae1
