step,time_hours,time_seconds,time_minutes,Explore-Inner_P_load_kW,Explore-Inner_P_pv_kW,Explore-Inner_P_station_used_kW,Explore-Inner_P_bat_kW,Explore-Inner_unmet_kW,Explore-Mid_P_load_kW,Explore-Mid_P_pv_kW,Explore-Mid_P_station_used_kW,Explore-Mid_P_bat_kW,Explore-Mid_unmet_kW,Explore-Outer_P_load_kW,Explore-Outer_P_pv_kW,Explore-Outer_P_station_used_kW,Explore-Outer_P_bat_kW,Explore-Outer_unmet_kW,Drone-3m_P_load_kW,Drone-3m_P_pv_kW,Drone-3m_P_station_used_kW,Drone-3m_P_bat_kW,Drone-3m_unmet_kW,Drone-6m_P_load_kW,Drone-6m_P_pv_kW,Drone-6m_P_station_used_kW,Drone-6m_P_bat_kW,Drone-6m_unmet_kW,Drone-9m_P_load_kW,Drone-9m_P_pv_kW,Drone-9m_P_station_used_kW,Drone-9m_P_bat_kW,Drone-9m_unmet_kW
10,0.0002777777777777778,1.0,0.016666666666666666,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
11,0.00030555555555555555,1.1,0.018333333333333333,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
12,0.0003333333333333334,1.2000000000000002,0.020000000000000004,0.29283000000000003,0.0,0.0,0.29283000000000003,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
13,0.00036111111111111115,1.3,0.021666666666666667,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
14,0.0003888888888888889,1.4000000000000001,0.023333333333333334,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
15,0.0004166666666666667,1.5,0.025,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
16,0.00044444444444444447,1.6,0.02666666666666667,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
17,0.00047222222222222224,1.7,0.028333333333333332,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
18,0.0005,1.8,0.030000000000000002,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
19,0.0005277777777777778,1.9000000000000001,0.03166666666666667,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
20,0.0005555555555555556,2.0,0.03333333333333333,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
21,0.0005833333333333334,2.1,0.035,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
22,0.0006111111111111111,2.2,0.03666666666666667,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
23,0.0006388888888888889,2.3000000000000003,0.03833333333333334,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
24,0.0006666666666666668,2.4000000000000004,0.04000000000000001,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
25,0.0006944444444444445,2.5,0.041666666666666664,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
26,0.0007222222222222223,2.6,0.043333333333333335,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
27,0.00075,2.7,0.045000000000000005,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
28,0.0007777777777777778,2.8000000000000003,0.04666666666666667,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
29,0.0008055555555555556,2.9,0.04833333333333333,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
30,0.0008333333333333334,3.0,0.05,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
31,0.0008611111111111111,3.1,0.051666666666666666,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
32,0.0008888888888888889,3.2,0.05333333333333334,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
33,0.0009166666666666668,3.3000000000000003,0.05500000000000001,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
34,0.0009444444444444445,3.4,0.056666666666666664,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
35,0.0009722222222222223,3.5000000000000004,0.05833333333333334,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
36,0.001,3.6,0.060000000000000005,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
37,0.0010277777777777778,3.7,0.06166666666666667,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
38,0.0010555555555555557,3.8000000000000003,0.06333333333333334,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
39,0.0010833333333333333,3.9,0.065,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
40,0.0011111111111111111,4.0,0.06666666666666667,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
41,0.001138888888888889,4.1000000000000005,0.06833333333333334,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
42,0.0011666666666666668,4.2,0.07,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
43,0.0011944444444444446,4.300000000000001,0.07166666666666668,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
44,0.0012222222222222222,4.4,0.07333333333333333,0.29283000000000003,0.0,0.0,0.29283000000000003,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
45,0.00125,4.5,0.075,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
46,0.0012777777777777779,4.6000000000000005,0.07666666666666667,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
47,0.0013055555555555557,4.7,0.07833333333333334,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
48,0.0013333333333333335,4.800000000000001,0.08000000000000002,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
49,0.0013611111111111111,4.9,0.08166666666666668,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
50,0.001388888888888889,5.0,0.08333333333333333,0.29283,0.0,0.0,0.29283,0.0,0.27673000000000003,0.0,0.0,0.27673000000000003,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
51,0.0014166666666666668,5.1000000000000005,0.085,0.2956802,0.0,0.0,0.2956802,0.0,0.27922660000000005,0.0,0.0,0.27922660000000005,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
52,0.0014444444444444446,5.2,0.08666666666666667,0.2985304,0.0,0.0,0.2985304,0.0,0.28172320000000006,0.0,0.0,0.28172320000000006,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
53,0.0014722222222222222,5.3,0.08833333333333333,0.3013806,0.0,0.0,0.3013806,0.0,0.2842198000000001,0.0,0.0,0.2842198000000001,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
54,0.0015,5.4,0.09000000000000001,0.30423079999999997,0.0,0.0,0.30423079999999997,0.0,0.28671640000000004,0.0,0.0,0.28671640000000004,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
55,0.0015277777777777779,5.5,0.09166666666666666,0.307081,0.0,0.0,0.307081,0.0,0.28921300000000005,0.0,0.0,0.28921300000000005,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
56,0.0015555555555555557,5.6000000000000005,0.09333333333333334,0.30993119999999996,0.0,0.0,0.30993119999999996,0.0,0.29170960000000007,0.0,0.0,0.29170960000000007,0.0,0.370097237071414,0.0,0.0,0.370097237071414,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
57,0.0015833333333333335,5.700000000000001,0.09500000000000001,0.3127814,0.0,0.0,0.3127814,0.0,0.2942062000000001,0.0,0.0,0.2942062000000001,0.0,0.37012,0.0,0.0,0.37012,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
58,0.0016111111111111111,5.8,0.09666666666666666,0.31563159999999996,0.0,0.0,0.31563159999999996,0.0,0.29670280000000004,0.0,0.0,0.29670280000000004,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
59,0.001638888888888889,5.9,0.09833333333333334,0.3184818,0.0,0.0,0.3184818,0.0,0.29919940000000006,0.0,0.0,0.29919940000000006,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
60,0.0016666666666666668,6.0,0.1,0.32133199999999995,0.0,0.0,0.32133199999999995,0.0,0.301696,0.0,0.0,0.301696,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
61,0.0016944444444444446,6.1000000000000005,0.10166666666666667,0.3241822,0.0,0.0,0.3241822,0.0,0.30419260000000004,0.0,0.0,0.30419260000000004,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
62,0.0017222222222222222,6.2,0.10333333333333333,0.3270324,0.0,0.0,0.3270324,0.0,0.3066892,0.0,0.0,0.3066892,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
63,0.00175,6.3,0.105,0.32988259999999997,0.0,0.0,0.32988259999999997,0.0,0.30918580000000007,0.0,0.0,0.30918580000000007,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
64,0.0017777777777777779,6.4,0.10666666666666667,0.3327328,0.0,0.0,0.3327328,0.0,0.3116824,0.0,0.0,0.3116824,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
65,0.0018055555555555557,6.500000000000001,0.10833333333333335,0.335583,0.0,0.0,0.335583,0.0,0.31417900000000004,0.0,0.0,0.31417900000000004,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
66,0.0018333333333333335,6.6000000000000005,0.11000000000000001,0.3384332,0.0,0.0,0.3384332,0.0,0.31667560000000006,0.0,0.0,0.31667560000000006,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
67,0.0018611111111111111,6.7,0.11166666666666666,0.3412834,0.0,0.0,0.3412834,0.0,0.3191722,0.0,0.0,0.3191722,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
68,0.001888888888888889,6.8,0.11333333333333333,0.34413359999999993,0.0,0.0,0.34413359999999993,0.0,0.3216688,0.0,0.0,0.3216688,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
69,0.0019166666666666668,6.9,0.115,0.34698379999999995,0.0,0.0,0.34698379999999995,0.0,0.32416540000000005,0.0,0.0,0.32416540000000005,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
70,0.0019444444444444446,7.000000000000001,0.11666666666666668,0.349834,0.0,0.0,0.349834,0.0,0.32666200000000006,0.0,0.0,0.32666200000000006,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
71,0.0019722222222222224,7.1000000000000005,0.11833333333333335,0.3526842,0.0,0.0,0.3526842,0.0,0.3291586,0.0,0.0,0.3291586,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
72,0.002,7.2,0.12000000000000001,0.3555344,0.0,0.0,0.3555344,0.0,0.33165520000000004,0.0,0.0,0.33165520000000004,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
73,0.002027777777777778,7.300000000000001,0.12166666666666667,0.3583846,0.0,0.0,0.3583846,0.0,0.33415180000000005,0.0,0.0,0.33415180000000005,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
74,0.0020555555555555557,7.4,0.12333333333333334,0.36123479999999997,0.0,0.0,0.36123479999999997,0.0,0.3366484,0.0,0.0,0.3366484,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
75,0.0020833333333333333,7.5,0.125,0.364085,0.0,0.0,0.364085,0.0,0.33914500000000003,0.0,0.0,0.33914500000000003,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
76,0.0021111111111111113,7.6000000000000005,0.12666666666666668,0.36693519999999996,0.0,0.0,0.36693519999999996,0.0,0.34164160000000005,0.0,0.0,0.34164160000000005,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
77,0.002138888888888889,7.7,0.12833333333333333,0.36978539999999993,0.0,0.0,0.36978539999999993,0.0,0.34413820000000006,0.0,0.0,0.34413820000000006,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
78,0.0021666666666666666,7.8,0.13,0.37263559999999996,0.0,0.0,0.37263559999999996,0.0,0.3466348,0.0,0.0,0.3466348,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
79,0.0021944444444444446,7.9,0.13166666666666668,0.3754858,0.0,0.0,0.3754858,0.0,0.34913140000000004,0.0,0.0,0.34913140000000004,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
80,0.0022222222222222222,8.0,0.13333333333333333,0.37833599999999995,0.0,0.0,0.37833599999999995,0.0,0.35162800000000005,0.0,0.0,0.35162800000000005,0.0,0.37,0.0,0.0,0.37,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0,0.016,0.0,0.0,0.016,0.0
